,date,NOx,NO_2,NOx,SO_2
3157,20.06.2018,2,18,20,1
3158,21.06.2018,4,20,26,1
3159,22.06.2018,2,10,14,0
3160,23.06.2018,1,10,10,0
3161,24.06.2018,1,11,12,0
3162,25.06.2018,4,16,22,0
3163,26.06.2018,4,16,21,0
3164,27.06.2018,2,7,10,2
3165,28.06.2018,2,9,13,3
3166,29.06.2018,2,12,14,0
3167,30.06.2018,1,5,7,1
3168,01.07.2018,1,5,6,0
3169,02.07.2018,2,15,17,1
3170,03.07.2018,3,20,24,0
3171,04.07.2018,3,26,31,2
3172,05.07.2018,2,24,27,2
3173,06.07.2018,2,13,16,0
3174,07.07.2018,2,8,10,0
3175,08.07.2018,1,8,9,0
3176,09.07.2018,3,12,16,1
3177,10.07.2018,2,12,15,1
3178,11.07.2018,3,15,19,0
3179,12.07.2018,3,18,24,0
3180,13.07.2018,5,25,33,1
3181,14.07.2018,2,10,13,0
3182,15.07.2018,1,10,12,0
3183,16.07.2018,2,13,15,1
3184,17.07.2018,2,13,16,0
3185,18.07.2018,1,12,14,0
3186,19.07.2018,1,14,16,0
3187,20.07.2018,5,22,30,0
3188,21.07.2018,1,11,12,0
3189,22.07.2018,1,12,14,1
3190,23.07.2018,2,14,16,0
3191,24.07.2018,4,17,23,1
3192,25.07.2018,2,11,14,2
3193,26.07.2018,1,9,11,4
3194,27.07.2018,1,10,13,2
3195,28.07.2018,0,9,10,1
3196,29.07.2018,1,9,9,0
3197,30.07.2018,1,11,13,0
3198,31.07.2018,1,13,15,1
3199,01.08.2018,1,16,18,1
3200,02.08.2018,1,10,11,1
3201,03.08.2018,0,12,13,1
3202,04.08.2018,1,9,10,1
3203,05.08.2018,1,9,10,0
3204,06.08.2018,2,18,21,0
3205,07.08.2018,1,15,17,1
3206,08.08.2018,1,17,19,2
3207,09.08.2018,1,10,12,1
3208,10.08.2018,1,16,18,0
3209,11.08.2018,1,12,13,0
3210,12.08.2018,0,14,14,0
3211,13.08.2018,1,22,24,1
3212,14.08.2018,1,12,13,0
3213,15.08.2018,2,15,17,0
3214,16.08.2018,7,17,28,0
3215,17.08.2018,1,13,14,1
3216,18.08.2018,1,14,16,0
3217,19.08.2018,3,23,28,1
3218,20.08.2018,4,20,26,0
3219,21.08.2018,2,13,16,0
3220,22.08.2018,2,18,21,1
3221,23.08.2018,3,22,27,1
3222,24.08.2018,2,19,23,0
3223,25.08.2018,1,14,16,0
3224,26.08.2018,1,13,15,0
3225,27.08.2018,2,18,21,1
3226,28.08.2018,3,20,24,1
3227,29.08.2018,3,16,20,1
3228,30.08.2018,2,22,25,1
3229,31.08.2018,3,21,26,0
3230,01.09.2018,4,19,25,0
3231,02.09.2018,0,7,7,1
3232,03.09.2018,1,8,8,2
3233,04.09.2018,1,10,12,0
3234,05.09.2018,1,11,13,1
3235,06.09.2018,1,10,12,2
3236,07.09.2018,8,26,38,0
3237,08.09.2018,2,20,23,0
3238,09.09.2018,1,20,22,0
3239,10.09.2018,9,31,46,1
3240,11.09.2018,2,24,27,1
3241,12.09.2018,4,19,26,1
3242,13.09.2018,1,11,13,0
3243,14.09.2018,3,22,27,0
3244,15.09.2018,1,17,18,0
3245,16.09.2018,2,22,24,0
3246,17.09.2018,12,34,53,2
3247,18.09.2018,5,35,43,1
3248,19.09.2018,13,39,59,1
3249,20.09.2018,24,43,79,1
3250,21.09.2018,7,21,32,0
3251,22.09.2018,1,10,12,0
3252,23.09.2018,1,10,12,0
3253,24.09.2018,3,17,21,0
3254,25.09.2018,11,27,44,1
3255,26.09.2018,12,26,44,2
3256,27.09.2018,4,27,34,
3257,28.09.2018,3,21,26,
3258,29.09.2018,8,22,34,1
3259,30.09.2018,9,24,38,1
3260,01.10.2018,34,28,80,1
3261,02.10.2018,4,19,25,0
3262,03.10.2018,1,10,11,0
3263,04.10.2018,11,29,46,0
3264,05.10.2018,8,28,40,1
3265,06.10.2018,8,26,39,1
3266,07.10.2018,4,19,25,0
3267,08.10.2018,22,29,63,1
3268,09.10.2018,40,33,94,1
3269,10.10.2018,23,19,54,2
3270,11.10.2018,3,23,27,2
3271,12.10.2018,14,38,59,2
3272,13.10.2018,3,24,29,2
3273,14.10.2018,1,14,17,2
3274,15.10.2018,10,34,50,2
3275,16.10.2018,24,43,80,2
3276,17.10.2018,38,44,102,2
3277,18.10.2018,56,32,117,2
3278,19.10.2018,12,31,49,0
3279,20.10.2018,15,25,47,1
3280,21.10.2018,10,25,39,1
3281,22.10.2018,18,35,63,1
3282,23.10.2018,1,19,22,0
3283,24.10.2018,1,17,18,0
3284,25.10.2018,2,16,19,0
3285,26.10.2018,6,24,34,1
3286,27.10.2018,1,12,13,0
3287,28.10.2018,1,6,7,0
3288,29.10.2018,2,8,11,0
3289,30.10.2018,4,14,20,1
3290,31.10.2018,12,26,44,1
3291,01.11.2018,19,31,59,1
3292,02.11.2018,42,34,99,2
3293,03.11.2018,25,29,67,1
3294,04.11.2018,1,13,15,0
3295,05.11.2018,8,25,38,2
3296,06.11.2018,23,32,68,2
3297,07.11.2018,39,30,89,2
3298,08.11.2018,70,37,144,2
3299,09.11.2018,21,22,53,1
3300,10.11.2018,10,18,33,0
3301,11.11.2018,15,18,42,0
3302,12.11.2018,20,27,57,1
3303,13.11.2018,23,32,68,1
3304,14.11.2018,30,36,83,1
3305,15.11.2018,10,20,35,1
3306,16.11.2018,4,15,21,1
3307,17.11.2018,3,17,22,1
3308,18.11.2018,6,20,28,1
3309,19.11.2018,2,8,11,0
3310,20.11.2018,1,11,13,1
3311,21.11.2018,2,15,18,2
3312,22.11.2018,2,13,15,1
3313,23.11.2018,8,17,28,1
3314,24.11.2018,14,22,44,1
3315,25.11.2018,11,15,32,1
3316,26.11.2018,2,12,15,0
3317,27.11.2018,22,37,70,1
3318,28.11.2018,12,30,47,1
3319,29.11.2018,3,20,25,4
3320,30.11.2018,3,18,22,1
3321,01.12.2018,10,25,40,1
3322,02.12.2018,2,18,20,1
3323,03.12.2018,6,31,40,3
3324,04.12.2018,2,23,27,2
3325,05.12.2018,34,41,92,2
3326,06.12.2018,7,26,37,2
3327,07.12.2018,3,22,27,2
3328,08.12.2018,1,11,12,2
3329,09.12.2018,1,10,11,1
3330,10.12.2018,2,16,19,0
3331,11.12.2018,5,17,25,0
3332,12.12.2018,8,26,38,0
3333,13.12.2018,4,18,25,1
3334,14.12.2018,2,16,19,1
3335,15.12.2018,3,12,16,0
3336,16.12.2018,1,13,16,2
3337,17.12.2018,20,28,58,3
3338,18.12.2018,32,33,82,1
3339,19.12.2018,3,23,28,1
3340,20.12.2018,11,28,44,2
3341,21.12.2018,3,21,25,3
3342,22.12.2018,3,17,21,1
3343,23.12.2018,4,20,25,1
3344,24.12.2018,2,11,14,0
3345,25.12.2018,1,14,15,0
3346,26.12.2018,1,17,19,1
3347,27.12.2018,2,22,25,2
3348,28.12.2018,3,23,27,1
3349,29.12.2018,3,29,34,1
3350,30.12.2018,0,10,11,0
3351,31.12.2018,1,21,23,0
3352,01.01.2019,1,10,12,1
3353,02.01.2019,1,10,11,0
3354,03.01.2019,3,28,32,0
3355,04.01.2019,3,27,31,1
3356,05.01.2019,1,11,13,0
3357,06.01.2019,3,19,23,0
3358,07.01.2019,13,29,48,1
3359,08.01.2019,2,16,19,0
3360,09.01.2019,2,12,15,0
3361,10.01.2019,2,17,20,0
3362,11.01.2019,4,29,35,1
3363,12.01.2019,1,14,16,1
3364,13.01.2019,1,11,13,1
3365,14.01.2019,2,14,17,0
3366,15.01.2019,2,19,22,1
3367,16.01.2019,2,19,23,1
3368,17.01.2019,2,21,25,3
3369,18.01.2019,3,22,27,1
3370,19.01.2019,7,32,42,1
3371,20.01.2019,4,21,28,1
3372,21.01.2019,5,34,42,4
3373,22.01.2019,13,33,53,2
3374,23.01.2019,3,21,26,3
3375,24.01.2019,1,12,14,1
3376,25.01.2019,3,23,28,1
3377,26.01.2019,11,36,52,1
3378,27.01.2019,2,18,21,2
3379,28.01.2019,4,25,31,3
3380,29.01.2019,3,30,35,1
3381,30.01.2019,3,18,23,2
3382,31.01.2019,5,30,38,3
3383,01.02.2019,3,26,31,3
3384,02.02.2019,7,25,36,2
3385,03.02.2019,1,14,16,0
3386,04.02.2019,9,30,43,2
3387,05.02.2019,3,29,34,4
3388,06.02.2019,5,30,38,2
3389,07.02.2019,4,34,40,5
3390,08.02.2019,5,24,31,6
3391,09.02.2019,1,12,13,2
3392,10.02.2019,1,13,15,3
3393,11.02.2019,2,16,19,1
3394,12.02.2019,3,26,31,1
3395,13.02.2019,6,29,37,3
3396,14.02.2019,29,38,82,2
3397,15.02.2019,78,52,172,4
3398,16.02.2019,39,40,99,4
3399,17.02.2019,23,40,75,2
3400,18.02.2019,59,47,137,4
3401,19.02.2019,22,32,66,2
3402,20.02.2019,4,26,32,3
3403,21.02.2019,9,32,45,2
3404,22.02.2019,2,13,15,2
3405,23.02.2019,5,25,33,3
3406,24.02.2019,23,48,84,4
3407,25.02.2019,43,54,120,4
3408,26.02.2019,24,46,83,3
3409,27.02.2019,58,46,134,3
3410,28.02.2019,8,37,49,2
3411,01.03.2019,7,27,38,0
3412,02.03.2019,2,23,27,1
3413,03.03.2019,1,12,14,2
3414,04.03.2019,4,16,22,2
3415,05.03.2019,4,20,26,1
3416,06.03.2019,12,21,38,1
3417,07.03.2019,2,19,22,2
3418,08.03.2019,1,12,13,2
3419,09.03.2019,1,12,14,2
3420,10.03.2019,1,11,13,1
3421,11.03.2019,4,19,25,1
3422,12.03.2019,4,17,23,1
3423,13.03.2019,5,14,21,1
3424,14.03.2019,2,17,21,0
3425,15.03.2019,3,14,18,1
3426,16.03.2019,1,13,15,1
3427,17.03.2019,1,10,11,2
3428,18.03.2019,3,14,18,0
3429,19.03.2019,9,29,42,1
3430,20.03.2019,22,31,64,2
3431,21.03.2019,19,31,60,2
3432,22.03.2019,11,22,39,0
3433,23.03.2019,5,16,23,1
3434,24.03.2019,2,18,21,1
3435,25.03.2019,4,26,33,0
3436,26.03.2019,3,22,27,0
3437,27.03.2019,3,22,26,1
3438,28.03.2019,5,23,30,0
3439,29.03.2019,8,31,44,0
3440,30.03.2019,11,26,43,1
3441,31.03.2019,1,14,16,0
3442,01.04.2019,7,17,28,1
3443,02.04.2019,1,12,14,3
3444,03.04.2019,3,19,23,4
3445,04.04.2019,1,16,18,3
3446,05.04.2019,3,22,26,1
3447,06.04.2019,1,13,15,2
3448,07.04.2019,0,11,12,2
3449,08.04.2019,7,20,31,1
3450,09.04.2019,2,9,12,
3451,10.04.2019,3,13,17,
3452,11.04.2019,2,10,14,
3453,12.04.2019,1,10,13,
3454,13.04.2019,0,8,8,
3455,14.04.2019,0,8,8,
3456,15.04.2019,2,11,13,
3457,16.04.2019,2,15,17,
3458,17.04.2019,1,15,17,
3459,18.04.2019,3,21,25,
3460,19.04.2019,0,8,8,
3461,20.04.2019,1,12,13,
3462,21.04.2019,1,11,12,
3463,22.04.2019,1,6,7,
3464,23.04.2019,1,6,8,
3465,24.04.2019,1,8,10,
3466,25.04.2019,3,16,19,
3467,26.04.2019,2,14,17,
3468,27.04.2019,1,10,11,
3469,28.04.2019,0,9,9,
3470,29.04.2019,7,15,25,
3471,30.04.2019,5,23,31,
3472,01.05.2019,2,15,18,
3473,02.05.2019,5,15,23,
3474,03.05.2019,4,13,20,
3475,04.05.2019,1,12,14,
3476,05.05.2019,1,17,19,
3477,06.05.2019,4,16,23,
3478,07.05.2019,7,20,30,
3479,08.05.2019,4,16,21,
3480,09.05.2019,3,15,19,
3481,10.05.2019,4,19,25,
3482,11.05.2019,1,11,12,
3483,12.05.2019,0,6,7,
3484,13.05.2019,3,13,18,
3485,14.05.2019,2,10,13,
3486,15.05.2019,7,14,24,
3487,16.05.2019,8,17,29,
3488,17.05.2019,4,12,18,
3489,18.05.2019,1,13,15,
3490,19.05.2019,1,9,10,
3491,20.05.2019,3,11,14,
3492,21.05.2019,2,13,15,
3493,22.05.2019,3,13,17,
3494,23.05.2019,2,15,19,
3495,24.05.2019,5,18,25,
3496,25.05.2019,0,10,10,
3497,26.05.2019,1,12,13,
3498,27.05.2019,3,16,21,
3499,28.05.2019,5,16,23,
3500,29.05.2019,6,17,26,
3501,30.05.2019,1,8,9,
3502,31.05.2019,1,14,15,
3503,01.06.2019,2,16,18,
3504,02.06.2019,1,8,9,
3505,03.06.2019,2,14,18,
3506,04.06.2019,2,14,17,
3507,05.06.2019,1,8,9,
3508,06.06.2019,1,12,14,
3509,07.06.2019,2,9,12,
3510,08.06.2019,1,7,8,
3511,09.06.2019,1,7,8,
3512,10.06.2019,1,8,9,
3513,11.06.2019,1,10,11,
3514,12.06.2019,2,9,12,
3515,13.06.2019,2,14,18,
3516,14.06.2019,2,11,14,
3517,15.06.2019,1,6,7,
3518,16.06.2019,0,10,10,
3519,17.06.2019,3,15,19,
3520,18.06.2019,0,9,9,
3521,19.06.2019,0,12,11,
3522,20.06.2019,1,15,17,
3523,21.06.2019,1,15,17,
3524,22.06.2019,0,7,7,
3525,23.06.2019,0,3,3,
3526,24.06.2019,1,8,9,
3527,25.06.2019,2,12,15,
3528,26.06.2019,1,15,16,
3529,27.06.2019,1,7,9,
3530,28.06.2019,2,11,15,
3531,29.06.2019,1,16,18,
3532,30.06.2019,0,11,11,
3533,01.07.2019,2,10,14,
3534,02.07.2019,2,8,11,
3535,03.07.2019,3,9,13,
3536,04.07.2019,4,10,16,
3537,05.07.2019,2,11,14,
3538,06.07.2019,1,10,12,
3539,07.07.2019,1,7,8,
3540,08.07.2019,3,12,17,
3541,09.07.2019,2,12,15,
3542,10.07.2019,4,12,18,
3543,11.07.2019,3,18,22,
3544,12.07.2019,1,18,19,
3545,13.07.2019,1,11,12,
3546,14.07.2019,1,8,9,
3547,15.07.2019,3,11,16,
3548,16.07.2019,3,11,16,
3549,17.07.2019,3,15,20,
3550,18.07.2019,1,10,12,
3551,19.07.2019,3,20,25,
3552,20.07.2019,1,12,13,
3553,21.07.2019,1,9,9,
3554,22.07.2019,3,15,19,
3555,23.07.2019,3,15,19,
3556,24.07.2019,3,12,16,
3557,25.07.2019,2,10,13,
3558,26.07.2019,1,5,7,
3559,27.07.2019,0,4,4,
3560,28.07.2019,0,7,7,
3561,29.07.2019,2,17,20,
3562,30.07.2019,3,15,19,
3563,31.07.2019,3,16,20,
3564,01.08.2019,3,17,22,
3565,02.08.2019,5,14,21,
3566,03.08.2019,2,12,15,
3567,04.08.2019,2,12,15,
3568,05.08.2019,7,18,29,
3569,06.08.2019,4,22,28,
3570,07.08.2019,6,19,28,
3571,08.08.2019,7,18,29,
3572,09.08.2019,5,18,26,
3573,10.08.2019,0,8,8,
3574,11.08.2019,1,15,17,
3575,12.08.2019,5,16,24,
3576,13.08.2019,5,14,22,
3577,14.08.2019,9,23,37,
3578,15.08.2019,3,16,21,
3579,16.08.2019,2,16,20,
3580,17.08.2019,1,12,13,
3581,18.08.2019,1,9,10,
3582,19.08.2019,4,18,24,
3583,20.08.2019,8,23,35,
3584,21.08.2019,3,20,25,
3585,22.08.2019,6,17,25,
3586,23.08.2019,2,16,18,
3587,24.08.2019,1,11,12,
3588,25.08.2019,0,7,7,
3589,26.08.2019,2,16,19,
3590,27.08.2019,7,16,27,
3591,28.08.2019,1,18,19,
3592,29.08.2019,3,21,24,
3593,30.08.2019,1,11,12,
3594,31.08.2019,0,10,10,
3595,01.09.2019,0,8,9,
3596,02.09.2019,10,15,31,
3597,03.09.2019,19,24,52,
3598,04.09.2019,7,27,38,
3599,05.09.2019,2,10,12,
3600,06.09.2019,18,23,51,
3601,07.09.2019,2,18,22,
3602,08.09.2019,2,10,13,
3603,09.09.2019,6,16,25,
3604,10.09.2019,11,15,32,
3605,11.09.2019,12,23,41,
3606,12.09.2019,4,19,26,
3607,13.09.2019,3,18,23,
3608,14.09.2019,6,22,31,
3609,15.09.2019,3,15,19,
3610,16.09.2019,3,15,20,
3611,17.09.2019,2,13,15,
3612,18.09.2019,3,12,16,
3613,19.09.2019,7,23,34,
3614,20.09.2019,10,24,39,
3615,21.09.2019,4,29,34,
3616,22.09.2019,1,17,19,
3617,23.09.2019,5,17,25,
3618,24.09.2019,5,23,30,
3619,25.09.2019,6,23,32,
3620,26.09.2019,10,19,34,
3621,27.09.2019,6,23,32,
3622,28.09.2019,2,12,14,
3623,29.09.2019,1,9,9,
3624,30.09.2019,2,10,12,
3625,01.10.2019,2,16,20,
3626,02.10.2019,2,18,20,
3627,03.10.2019,2,11,14,
3628,04.10.2019,9,11,25,
3629,05.10.2019,1,11,13,
3630,06.10.2019,2,13,17,
3631,07.10.2019,26,30,70,
3632,08.10.2019,7,24,34,
3633,09.10.2019,4,16,22,
3634,10.10.2019,3,16,20,
3635,11.10.2019,2,13,17,
3636,12.10.2019,2,15,18,
3637,13.10.2019,1,13,15,
3638,14.10.2019,8,19,32,
3639,15.10.2019,8,21,33,
3640,16.10.2019,5,20,29,
3641,17.10.2019,3,22,26,
3642,18.10.2019,4,17,23,
3643,19.10.2019,2,16,18,
3644,20.10.2019,6,18,27,
3645,21.10.2019,35,24,78,
3646,22.10.2019,54,28,110,
3647,23.10.2019,14,16,37,
3648,24.10.2019,9,17,32,
3649,25.10.2019,19,22,51,
3650,26.10.2019,1,11,13,
3651,27.10.2019,2,14,16,
3652,28.10.2019,6,27,36,
3653,29.10.2019,15,31,55,
