,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ortschaft
2019-09-05,17,39,39,99,Karl-Marx-Straße
2019-09-06,18,45,50,119,Karl-Marx-Straße
2019-09-07,22,26,47,87,Karl-Marx-Straße
2019-09-08,14,5,22,29,Karl-Marx-Straße
2019-09-09,11,17,32,58,Karl-Marx-Straße
2019-09-10,15,39,52,111,Karl-Marx-Straße
2019-09-11,21,41,59,121,Karl-Marx-Straße
2019-09-12,17,51,48,125,Karl-Marx-Straße
2019-09-13,17,29,34,79,Karl-Marx-Straße
2019-09-14,17,34,49,100,Karl-Marx-Straße
2019-09-15,15,18,35,62,Karl-Marx-Straße
2019-09-16,21,47,45,117,Karl-Marx-Straße
2019-09-17,14,39,37,96,Karl-Marx-Straße
2019-09-18,15,36,37,92,Karl-Marx-Straße
2019-09-19,15,43,47,113,Karl-Marx-Straße
2019-09-20,16,53,56,136,Karl-Marx-Straße
2019-09-21,22,40,60,120,Karl-Marx-Straße
2019-09-22,20,9,33,47,Karl-Marx-Straße
2019-09-23,28,20,48,78,Karl-Marx-Straße
2019-09-24,36,41,49,112,Karl-Marx-Straße
2019-09-25,25,56,50,135,Karl-Marx-Straße
2019-09-26,18,60,51,143,Karl-Marx-Straße
2019-09-27,15,59,51,142,Karl-Marx-Straße
2019-09-28,14,43,40,105,Karl-Marx-Straße
2019-09-29,10,18,23,50,Karl-Marx-Straße
2019-09-30,9,42,38,102,Karl-Marx-Straße
2019-10-01,12,51,43,120,Karl-Marx-Straße
2019-10-02,10,54,46,128,Karl-Marx-Straße
2019-10-03,9,22,25,58,Karl-Marx-Straße
2019-10-04,13,40,37,98,Karl-Marx-Straße
2019-10-05,14,9,21,35,Karl-Marx-Straße
2019-10-06,13,9,24,38,Karl-Marx-Straße
2019-10-07,21,57,62,150,Karl-Marx-Straße
2019-10-08,16,62,47,141,Karl-Marx-Straße
2019-10-09,16,49,44,119,Karl-Marx-Straße
2019-10-10,13,51,45,122,Karl-Marx-Straße
2019-10-11,13,37,34,91,Karl-Marx-Straße
2019-10-12,16,41,46,108,Karl-Marx-Straße
2019-10-13,21,19,35,64,Karl-Marx-Straße
2019-10-14,22,32,44,94,Karl-Marx-Straße
2019-10-15,41,40,55,116,Karl-Marx-Straße
2019-10-16,21,55,45,129,Karl-Marx-Straße
2019-10-17,17,52,46,125,Karl-Marx-Straße
2019-10-18,14,47,44,116,Karl-Marx-Straße
2019-10-19,14,36,41,95,Karl-Marx-Straße
2019-10-20,22,25,39,77,Karl-Marx-Straße
2019-10-21,39,89,49,185,Karl-Marx-Straße
2019-10-22,26,80,53,175,Karl-Marx-Straße
2019-10-23,33,25,34,72,Karl-Marx-Straße
2019-10-24,57,42,44,107,Karl-Marx-Straße
2019-10-25,26,65,52,152,Karl-Marx-Straße
2019-10-26,16,33,38,89,Karl-Marx-Straße
2019-10-27,13,23,31,66,Karl-Marx-Straße
2019-10-28,15,67,56,159,Karl-Marx-Straße
2019-10-29,17,32,45,93,Karl-Marx-Straße
