,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ozonµg/m³,Benzolµg/m³,Toluolµg/m³,Ortschaft
2017-05-02,25,2,16,18,67,0.6,0.6,Neukölln
2017-05-03,31,1,14,16,59,0.8,0.9,Neukölln
2017-05-04,13,3,21,25,49,0.7,1.2,Neukölln
2017-05-05,25,5,28,35,36,1.0,1.8,Neukölln
2017-05-06,25,2,17,20,53,0.9,1.6,Neukölln
2017-05-07,14,2,12,14,71,0.5,1.0,Neukölln
2017-05-08,,5,28,36,45,0.7,2.0,Neukölln
2017-05-09,,,,,,,1.7,Neukölln
2017-05-10,17,5,29,37,51,0.7,1.7,Neukölln
2017-05-11,26,3,26,31,67,0.6,1.5,Neukölln
2017-05-12,35,3,22,26,74,0.7,1.0,Neukölln
2017-05-13,35,3,30,35,53,1.0,2.2,Neukölln
2017-05-14,28,8,32,44,41,1.2,3.6,Neukölln
2017-05-15,21,10,30,45,50,0.8,2.7,Neukölln
2017-05-16,21,5,31,38,56,0.6,2.0,Neukölln
2017-05-17,22,2,19,21,87,0.3,0.9,Neukölln
2017-05-18,35,1,23,25,95,0.4,1.4,Neukölln
2017-05-19,47,2,22,25,94,0.4,1.3,Neukölln
2017-05-20,22,1,11,13,76,0.4,1.3,Neukölln
2017-05-21,19,1,12,14,89,0.4,1.1,Neukölln
2017-05-22,21,2,20,22,85,0.4,1.1,Neukölln
2017-05-23,28,2,21,23,93,0.5,1.4,Neukölln
2017-05-24,15,3,17,22,62,0.5,1.7,Neukölln
2017-05-25,16,2,18,21,57,1.0,1.6,Neukölln
2017-05-26,18,3,23,27,46,0.6,2.0,Neukölln
2017-05-27,14,1,11,13,71,0.3,0.9,Neukölln
2017-05-28,18,1,19,20,96,0.4,1.5,Neukölln
2017-05-29,23,2,23,25,93,0.4,2.8,Neukölln
2017-05-30,29,2,23,26,83,0.4,1.8,Neukölln
2017-05-31,21,3,13,18,75,0.3,1.5,Neukölln
2017-06-01,21,3,17,22,69,0.4,1.6,Neukölln
2017-06-02,18,2,26,28,68,0.4,2.0,Neukölln
2017-06-03,18,1,17,19,70,0.4,0.9,Neukölln
2017-06-04,21,2,21,24,62,0.5,2.0,Neukölln
2017-06-05,15,0,16,16,72,0.3,1.2,Neukölln
2017-06-06,22,2,21,25,62,0.3,1.2,Neukölln
2017-06-07,12,2,12,14,54,0.2,0.8,Neukölln
2017-06-08,14,2,21,23,52,0.4,1.2,Neukölln
2017-06-09,17,2,23,26,71,0.3,1.3,Neukölln
2017-06-10,14,2,16,19,68,0.4,1.7,Neukölln
2017-06-11,17,4,26,32,67,0.7,3.2,Neukölln
2017-06-12,22,4,21,27,57,,3.2,Neukölln
2017-06-13,17,3,14,19,60,,,Neukölln
2017-06-14,17,2,14,18,56,0.4,3.2,Neukölln
2017-06-15,20,3,23,28,70,0.4,1.8,Neukölln
2017-06-16,17,3,16,20,56,0.5,1.8,Neukölln
2017-06-17,13,1,12,14,57,0.4,1.1,Neukölln
2017-06-18,14,2,20,22,52,0.5,2.2,Neukölln
2017-06-19,18,6,32,42,50,0.8,4.2,Neukölln
2017-06-20,23,5,30,38,65,0.6,3.6,Neukölln
2017-06-21,20,2,14,17,66,0.4,1.8,Neukölln
2017-06-22,25,2,24,27,71,0.4,1.8,Neukölln
2017-06-23,22,5,22,29,64,0.6,2.1,Neukölln
2017-06-24,20,2,14,17,65,0.4,1.4,Neukölln
2017-06-25,12,2,12,15,47,0.4,1.3,Neukölln
2017-06-26,13,3,19,24,49,0.5,1.9,Neukölln
2017-06-27,19,3,18,22,66,0.3,1.3,Neukölln
2017-06-28,24,2,26,29,60,0.6,2.2,Neukölln
2017-06-29,28,6,30,39,39,0.9,3.6,Neukölln
2017-06-30,14,2,21,25,50,0.6,1.9,Neukölln
2017-07-01,14,2,18,21,39,0.5,1.8,Neukölln
2017-07-02,17,2,13,15,48,0.5,2.0,Neukölln
2017-07-03,13,4,17,23,51,0.5,2.3,Neukölln
2017-07-04,15,3,15,20,54,0.5,2.1,Neukölln
2017-07-05,13,5,28,36,40,0.6,2.9,Neukölln
2017-07-06,18,11,31,48,51,0.9,4.2,Neukölln
2017-07-07,26,6,36,44,49,0.8,3.3,Neukölln
2017-07-08,25,3,25,30,47,0.8,3.8,Neukölln
2017-07-09,16,2,14,17,59,0.5,2.4,Neukölln
2017-07-10,23,4,23,29,42,0.5,2.0,Neukölln
2017-07-11,20,3,18,22,58,0.5,2.4,Neukölln
2017-07-12,18,2,21,24,46,0.5,1.8,Neukölln
2017-07-13,16,3,15,20,51,0.4,1.8,Neukölln
2017-07-14,19,5,30,38,50,0.6,2.3,Neukölln
2017-07-15,20,1,21,23,55,0.6,2.3,Neukölln
2017-07-16,15,1,13,15,57,0.5,1.7,Neukölln
2017-07-17,17,4,18,24,45,0.5,2.5,Neukölln
2017-07-18,20,3,26,31,50,0.5,3.1,Neukölln
2017-07-19,25,1,14,16,73,0.3,1.1,Neukölln
2017-07-20,28,2,20,24,74,0.5,2.1,Neukölln
2017-07-21,20,2,17,21,50,0.5,2.3,Neukölln
2017-07-22,17,1,13,14,64,0.3,1.0,Neukölln
2017-07-23,18,2,20,23,50,0.5,2.2,Neukölln
2017-07-24,14,4,26,31,45,0.5,2.3,Neukölln
2017-07-25,12,2,18,21,45,0.4,1.5,Neukölln
2017-07-26,14,5,18,25,31,0.6,2.1,Neukölln
2017-07-27,18,3,21,26,46,0.5,2.1,Neukölln
2017-07-28,19,3,20,25,49,0.5,1.9,Neukölln
2017-07-29,20,1,20,22,50,0.7,2.0,Neukölln
2017-07-30,19,1,14,16,70,0.4,1.5,Neukölln
2017-07-31,18,2,22,24,62,0.4,1.9,Neukölln
2017-08-01,16,2,24,27,66,0.4,2.4,Neukölln
2017-08-02,22,2,18,21,75,0.5,2.0,Neukölln
2017-08-03,25,5,30,37,54,0.5,2.5,Neukölln
2017-08-04,18,1,20,22,59,0.5,1.9,Neukölln
2017-08-05,12,1,15,17,58,0.3,1.3,Neukölln
2017-08-06,13,1,14,16,54,0.4,1.3,Neukölln
2017-08-07,15,3,27,32,60,0.4,2.1,Neukölln
2017-08-08,26,1,14,15,85,0.4,1.0,Neukölln
2017-08-09,19,1,17,18,84,0.4,1.8,Neukölln
2017-08-10,21,1,14,16,81,0.4,1.6,Neukölln
2017-08-11,23,2,17,20,53,0.4,1.3,Neukölln
2017-08-12,10,2,10,13,53,0.4,1.5,Neukölln
2017-08-13,11,1,11,12,41,0.4,1.4,Neukölln
2017-08-14,15,2,16,20,50,0.7,2.2,Neukölln
2017-08-15,22,2,18,21,67,0.5,1.5,Neukölln
2017-08-16,22,3,27,32,44,0.7,3.0,Neukölln
2017-08-17,23,4,22,28,53,0.6,2.5,Neukölln
2017-08-18,17,3,20,24,47,0.5,2.2,Neukölln
2017-08-19,13,1,13,14,47,0.5,1.4,Neukölln
2017-08-20,11,1,9,11,53,0.4,1.2,Neukölln
2017-08-21,11,3,11,16,44,0.5,1.7,Neukölln
2017-08-22,13,6,21,29,39,0.6,2.6,Neukölln
2017-08-23,19,17,38,65,34,1.2,4.5,Neukölln
2017-08-24,32,15,36,59,35,1.1,4.5,Neukölln
2017-08-25,26,20,35,66,32,1.2,4.7,Neukölln
2017-08-26,30,10,24,38,47,1.1,3.6,Neukölln
2017-08-27,25,1,15,16,57,0.6,2.0,Neukölln
2017-08-28,18,8,34,46,43,0.8,3.6,Neukölln
2017-08-29,29,11,38,54,48,1.0,4.0,Neukölln
2017-08-30,30,4,29,36,72,0.5,2.2,Neukölln
2017-08-31,20,2,19,23,61,0.5,1.8,Neukölln
2017-09-01,13,3,18,23,43,0.6,1.9,Neukölln
2017-09-02,12,2,16,18,47,0.6,1.7,Neukölln
2017-09-03,11,4,23,29,38,0.7,2.3,Neukölln
2017-09-04,14,9,31,44,40,1.0,3.8,Neukölln
2017-09-05,26,10,47,62,45,1.2,4.5,Neukölln
2017-09-06,25,8,34,46,28,0.9,3.3,Neukölln
2017-09-07,12,4,18,24,45,0.5,1.6,Neukölln
2017-09-08,21,2,25,29,33,0.6,1.4,Neukölln
2017-09-09,15,1,20,22,41,0.5,1.2,Neukölln
2017-09-10,10,2,19,23,43,0.7,1.6,Neukölln
2017-09-11,11,3,18,23,39,0.5,1.1,Neukölln
2017-09-12,11,3,21,26,39,0.5,1.4,Neukölln
2017-09-13,11,2,16,19,47,0.5,1.0,Neukölln
2017-09-14,8,2,16,20,46,0.5,1.1,Neukölln
2017-09-15,13,3,23,28,38,0.7,1.8,Neukölln
2017-09-16,14,3,25,30,33,0.7,1.6,Neukölln
2017-09-17,23,16,32,57,27,1.6,4.0,Neukölln
2017-09-18,16,13,41,60,31,1.0,3.2,Neukölln
2017-09-19,19,10,37,53,27,1.0,3.1,Neukölln
2017-09-20,21,7,31,41,31,0.8,2.5,Neukölln
2017-09-21,30,6,31,40,29,0.9,2.6,Neukölln
2017-09-22,22,19,31,60,30,1.3,3.7,Neukölln
2017-09-23,29,26,30,69,22,1.9,5.5,Neukölln
2017-09-24,31,3,16,21,18,1.0,2.0,Neukölln
2017-09-25,36,2,18,22,18,1.1,1.9,Neukölln
2017-09-26,37,3,14,18,27,1.2,1.3,Neukölln
2017-09-27,47,3,18,23,32,,,Neukölln
2017-09-28,42,2,19,21,42,,,Neukölln
2017-09-29,46,2,20,23,48,,1.4,Neukölln
2017-09-30,38,1,18,20,55,0.9,1.3,Neukölln
2017-10-01,25,2,24,27,30,0.9,1.7,Neukölln
2017-10-02,16,3,20,25,23,0.7,1.5,Neukölln
2017-10-03,14,3,14,18,42,0.6,1.6,Neukölln
2017-10-04,16,3,21,26,40,0.6,1.5,Neukölln
2017-10-05,11,2,16,19,44,0.5,1.1,Neukölln
2017-10-06,9,6,24,33,35,0.8,2.0,Neukölln
2017-10-07,11,2,16,19,41,0.7,1.4,Neukölln
2017-10-08,8,2,20,23,46,0.7,1.5,Neukölln
2017-10-09,12,9,35,48,26,0.9,2.5,Neukölln
2017-10-10,19,8,31,44,14,0.9,2.5,Neukölln
2017-10-11,16,4,23,29,26,0.7,1.7,Neukölln
2017-10-12,13,3,18,22,43,0.5,1.3,Neukölln
2017-10-13,23,9,35,48,26,1.1,2.8,Neukölln
2017-10-14,28,13,33,52,12,1.2,4.1,Neukölln
2017-10-15,29,13,31,51,21,1.3,4.0,Neukölln
2017-10-16,31,11,40,57,24,1.2,3.9,Neukölln
2017-10-17,44,42,50,114,18,,4.8,Neukölln
2017-10-18,49,62,44,139,10,,,Neukölln
2017-10-19,53,13,29,49,7,1.5,2.8,Neukölln
2017-10-20,42,20,38,68,6,1.4,2.9,Neukölln
2017-10-21,19,5,28,36,15,0.8,1.8,Neukölln
2017-10-22,13,2,15,17,33,0.6,1.3,Neukölln
2017-10-23,19,10,33,47,13,0.9,2.0,Neukölln
2017-10-24,20,10,30,45,11,0.8,1.7,Neukölln
2017-10-25,14,5,20,27,22,0.6,1.5,Neukölln
2017-10-26,18,4,25,31,33,0.5,1.7,Neukölln
2017-10-27,10,3,21,26,38,0.4,1.4,Neukölln
2017-10-28,11,2,13,15,48,0.4,0.9,Neukölln
2017-10-29,6,2,11,14,59,0.4,0.7,Neukölln
2017-10-30,9,4,22,28,44,0.5,1.3,Neukölln
2017-10-31,12,3,21,25,37,0.5,1.3,Neukölln
2017-11-01,20,9,27,41,14,0.7,1.9,Neukölln
2017-11-02,21,9,33,46,19,0.8,2.2,Neukölln
2017-11-03,22,23,40,74,23,1.1,3.4,Neukölln
2017-11-04,30,10,33,49,12,1.1,2.1,Neukölln
2017-11-05,25,5,24,31,21,0.9,1.7,Neukölln
2017-11-06,17,13,35,55,21,1.0,2.7,Neukölln
2017-11-07,19,13,29,49,22,1.0,2.1,Neukölln
2017-11-08,40,3,20,25,22,1.4,1.4,Neukölln
2017-11-09,42,7,27,38,19,1.5,1.9,Neukölln
2017-11-10,18,5,24,32,24,0.9,1.6,Neukölln
2017-11-11,9,2,19,23,51,0.6,1.2,Neukölln
2017-11-12,16,3,25,29,33,0.8,1.2,Neukölln
2017-11-13,14,9,33,46,21,0.8,2.1,Neukölln
2017-11-14,16,19,35,64,12,0.9,2.1,Neukölln
2017-11-15,21,20,33,63,7,1.0,2.6,Neukölln
2017-11-16,26,12,29,48,5,0.9,2.0,Neukölln
2017-11-17,23,20,46,77,16,1.2,2.8,Neukölln
2017-11-18,14,4,28,34,31,0.8,1.3,Neukölln
2017-11-19,8,1,14,17,52,0.5,0.9,Neukölln
2017-11-20,12,6,28,36,33,0.8,1.8,Neukölln
2017-11-21,16,13,28,47,8,0.9,1.4,Neukölln
2017-11-22,17,7,28,38,15,0.8,1.6,Neukölln
2017-11-23,,8,38,51,14,0.8,1.7,Neukölln
2017-11-24,,7,39,49,18,0.9,1.9,Neukölln
2017-11-25,13,5,31,39,19,0.9,1.9,Neukölln
2017-11-26,19,3,22,28,25,0.8,1.5,Neukölln
2017-11-27,,,,,,,1.3,Neukölln
2017-11-28,,,,,,,1.6,Neukölln
2017-11-29,,15,41,63,14,1.1,1.9,Neukölln
2017-11-30,30,26,44,85,5,1.3,2.7,Neukölln
2017-12-01,28,19,37,66,5,1.3,2.5,Neukölln
2017-12-02,22,13,32,52,8,1.0,2.1,Neukölln
2017-12-03,23,6,23,32,15,1.0,1.4,Neukölln
2017-12-04,14,5,32,41,30,0.9,1.8,Neukölln
2017-12-05,13,4,27,34,33,0.7,1.4,Neukölln
2017-12-06,19,3,21,27,42,0.6,1.2,Neukölln
2017-12-07,17,3,23,29,41,0.6,1.1,Neukölln
2017-12-08,13,5,27,34,35,0.8,1.6,Neukölln
2017-12-09,13,3,24,29,35,0.7,1.3,Neukölln
2017-12-10,13,1,17,19,44,0.7,0.8,Neukölln
2017-12-11,18,9,37,51,20,1.0,1.4,Neukölln
2017-12-12,10,3,23,28,32,0.8,1.2,Neukölln
2017-12-13,16,5,27,34,29,0.8,1.3,Neukölln
2017-12-14,8,4,29,35,37,0.7,1.3,Neukölln
2017-12-15,20,19,46,76,13,1.2,2.5,Neukölln
2017-12-16,26,6,37,46,15,1.0,1.9,Neukölln
2017-12-17,13,4,23,29,28,0.9,1.4,Neukölln
2017-12-18,19,24,39,75,9,1.3,1.9,Neukölln
2017-12-19,25,26,43,82,3,1.3,2.7,Neukölln
2017-12-20,23,30,45,91,4,1.3,2.5,Neukölln
2017-12-21,14,13,31,52,17,0.9,2.1,Neukölln
2017-12-22,16,3,29,33,36,0.7,1.4,Neukölln
2017-12-23,18,2,17,20,38,0.6,1.1,Neukölln
2017-12-24,16,1,11,12,49,0.5,0.7,Neukölln
2017-12-25,9,1,12,13,46,0.5,0.7,Neukölln
2017-12-26,12,2,18,20,35,0.6,0.8,Neukölln
2017-12-27,16,5,33,41,20,1.0,1.1,Neukölln
2017-12-28,19,10,32,48,21,1.1,1.5,Neukölln
2017-12-29,19,4,28,35,26,0.9,1.3,Neukölln
2017-12-30,15,2,25,28,33,0.8,1.0,Neukölln
2017-12-31,16,1,19,21,48,0.6,0.9,Neukölln
2018-01-01,17,2,16,19,58,0.7,0.8,Neukölln
2018-01-02,12,4,32,37,29,0.9,1.5,Neukölln
2018-01-03,8,2,21,24,47,0.7,0.9,Neukölln
2018-01-04,10,2,22,26,48,0.7,1.1,Neukölln
2018-01-05,11,4,31,36,42,0.8,1.4,Neukölln
2018-01-06,17,7,41,51,22,1.1,2.1,Neukölln
2018-01-07,9,1,13,15,40,1.0,1.0,Neukölln
2018-01-08,19,3,25,29,38,1.4,1.1,Neukölln
2018-01-09,28,2,27,30,34,1.6,1.3,Neukölln
2018-01-10,49,34,35,87,4,2.7,2.7,Neukölln
2018-01-11,44,53,28,109,1,4.3,4.2,Neukölln
2018-01-12,39,8,20,33,4,2.5,1.9,Neukölln
2018-01-13,28,1,12,14,37,1.3,1.0,Neukölln
2018-01-14,25,2,14,17,35,1.3,0.9,Neukölln
2018-01-15,28,6,26,35,20,1.6,1.2,Neukölln
2018-01-16,12,6,29,38,34,1.0,1.3,Neukölln
2018-01-17,13,4,33,40,37,0.8,1.4,Neukölln
2018-01-18,8,2,23,26,44,0.7,0.9,Neukölln
2018-01-19,16,7,37,48,28,1.0,1.6,Neukölln
2018-01-20,21,5,32,39,22,1.1,1.5,Neukölln
2018-01-21,27,3,26,32,18,1.5,1.8,Neukölln
2018-01-22,24,3,25,31,31,1.3,1.1,Neukölln
2018-01-23,33,15,34,57,12,1.8,1.9,Neukölln
2018-01-24,12,3,24,29,30,0.8,1.1,Neukölln
2018-01-25,11,4,41,48,27,1.0,1.8,Neukölln
2018-01-26,25,13,39,58,16,1.4,2.4,Neukölln
2018-01-27,28,4,27,33,25,1.0,1.6,Neukölln
2018-01-28,13,2,13,15,44,0.8,1.0,Neukölln
2018-01-29,10,2,16,19,49,0.6,0.9,Neukölln
2018-01-30,12,3,26,31,48,0.8,1.2,Neukölln
2018-01-31,13,4,28,35,27,0.9,1.3,Neukölln
2018-02-01,12,5,33,40,42,0.9,1.3,Neukölln
2018-02-02,16,5,32,39,27,1.0,1.4,Neukölln
2018-02-03,16,4,23,29,25,1.1,1.5,Neukölln
2018-02-04,17,3,18,22,32,1.2,1.2,Neukölln
2018-02-05,20,3,26,31,42,1.3,1.4,Neukölln
2018-02-06,25,14,45,67,34,1.4,1.6,Neukölln
2018-02-07,50,7,37,48,28,2.5,2.1,Neukölln
2018-02-08,60,17,56,82,18,2.7,2.5,Neukölln
2018-02-09,59,20,54,85,14,2.9,2.4,Neukölln
2018-02-10,55,7,36,46,14,2.5,2.0,Neukölln
2018-02-11,25,2,25,28,31,1.2,1.2,Neukölln
2018-02-12,18,6,36,45,31,1.0,1.5,Neukölln
2018-02-13,28,18,49,76,23,1.3,1.9,Neukölln
2018-02-14,37,15,44,67,23,1.8,1.9,Neukölln
2018-02-15,33,4,30,36,37,1.5,1.1,Neukölln
2018-02-16,28,9,39,53,29,1.1,1.7,Neukölln
2018-02-17,27,9,39,52,26,1.2,2.2,Neukölln
2018-02-18,15,1,19,22,55,0.8,0.8,Neukölln
2018-02-19,27,5,35,42,34,1.2,1.1,Neukölln
2018-02-20,43,4,29,36,39,2.2,1.6,Neukölln
2018-02-21,30,6,31,40,41,1.7,1.7,Neukölln
2018-02-22,24,5,26,35,46,1.4,1.4,Neukölln
2018-02-23,30,4,23,29,50,1.6,1.4,Neukölln
2018-02-24,18,2,19,21,58,1.1,1.1,Neukölln
2018-02-25,15,1,15,17,62,1.0,0.8,Neukölln
2018-02-26,21,4,21,26,59,1.2,1.1,Neukölln
2018-02-27,25,4,23,29,59,1.2,1.2,Neukölln
2018-02-28,35,2,17,20,59,1.6,1.0,Neukölln
2018-03-01,34,2,17,21,54,1.7,1.1,Neukölln
2018-03-02,53,4,22,27,49,2.3,1.6,Neukölln
2018-03-03,49,2,22,25,51,2.2,1.2,Neukölln
2018-03-04,57,1,21,23,67,2.4,1.2,Neukölln
2018-03-05,60,4,47,54,42,2.9,1.7,Neukölln
2018-03-06,62,5,39,47,38,3.5,1.9,Neukölln
2018-03-07,41,12,40,58,28,3.8,3.0,Neukölln
2018-03-08,31,8,37,49,31,1.8,1.9,Neukölln
2018-03-09,23,11,38,54,40,1.0,1.6,Neukölln
2018-03-10,31,19,43,72,9,1.8,2.4,Neukölln
2018-03-11,23,11,33,50,33,1.3,2.4,Neukölln
2018-03-12,31,17,44,70,23,1.6,2.8,Neukölln
2018-03-13,12,4,24,30,36,0.8,1.4,Neukölln
2018-03-14,16,4,21,27,39,1.2,1.5,Neukölln
2018-03-15,25,1,16,18,48,1.3,0.9,Neukölln
2018-03-16,23,2,13,16,55,1.3,1.0,Neukölln
2018-03-17,18,1,7,9,68,0.9,0.6,Neukölln
2018-03-18,17,1,7,9,74,0.9,0.5,Neukölln
2018-03-19,22,8,31,43,55,1.5,1.9,Neukölln
2018-03-20,22,19,53,82,30,1.5,2.3,Neukölln
2018-03-21,15,12,44,62,38,1.1,1.9,Neukölln
2018-03-22,24,7,36,47,28,1.1,1.9,Neukölln
2018-03-23,20,2,27,31,43,0.9,1.4,Neukölln
2018-03-24,24,1,26,28,45,1.0,0.9,Neukölln
2018-03-25,39,3,31,35,53,1.5,1.4,Neukölln
2018-03-26,28,7,35,46,42,1.1,1.9,Neukölln
2018-03-27,17,4,25,30,57,0.8,1.2,Neukölln
2018-03-28,31,3,19,24,42,1.4,1.1,Neukölln
2018-03-29,16,4,29,35,47,1.0,1.4,Neukölln
2018-03-30,20,2,19,22,62,0.9,1.0,Neukölln
2018-03-31,27,2,22,25,49,1.6,1.5,Neukölln
2018-04-01,11,2,15,18,65,1.1,0.9,Neukölln
2018-04-02,29,2,18,21,79,1.3,0.9,Neukölln
2018-04-03,18,3,34,38,52,0.9,1.4,Neukölln
2018-04-04,24,4,32,38,60,0.7,1.7,Neukölln
2018-04-05,10,2,18,21,65,0.8,0.9,Neukölln
2018-04-06,14,3,22,26,64,0.7,1.0,Neukölln
2018-04-07,21,2,23,27,71,0.8,1.0,Neukölln
2018-04-08,25,7,26,37,69,1.0,1.9,Neukölln
2018-04-09,37,14,47,68,62,1.2,3.4,Neukölln
2018-04-10,41,1,18,20,84,0.8,1.2,Neukölln
2018-04-11,43,2,16,19,65,0.9,1.5,Neukölln
2018-04-12,44,2,16,18,68,0.8,0.9,Neukölln
2018-04-13,36,2,23,25,58,0.8,1.3,Neukölln
2018-04-14,29,2,19,21,60,0.7,1.5,Neukölln
2018-04-15,29,2,22,25,67,1.4,2.7,Neukölln
2018-04-16,31,8,34,45,36,0.9,2.3,Neukölln
2018-04-17,29,7,32,42,55,0.9,2.9,Neukölln
2018-04-18,35,11,47,63,53,1.2,5.1,Neukölln
2018-04-19,31,4,33,39,64,0.8,3.6,Neukölln
2018-04-20,26,3,27,31,68,0.7,2.1,Neukölln
2018-04-21,26,1,21,22,87,0.7,2.5,Neukölln
2018-04-22,21,1,14,15,86,0.6,1.1,Neukölln
2018-04-23,25,2,21,24,80,0.7,2.7,Neukölln
2018-04-24,23,3,26,31,52,0.7,2.4,Neukölln
2018-04-25,21,2,22,25,51,0.5,1.7,Neukölln
2018-04-26,11,3,25,30,53,0.6,2.1,Neukölln
2018-04-27,17,4,22,28,62,0.5,1.3,Neukölln
2018-04-28,21,2,22,25,72,0.7,1.5,Neukölln
2018-04-29,23,1,18,20,82,0.6,1.9,Neukölln
2018-04-30,27,1,18,20,77,0.5,1.1,Neukölln
2018-05-01,16,1,14,15,73,0.5,1.0,Neukölln
2018-05-02,24,6,27,37,51,0.7,1.9,Neukölln
2018-05-03,26,5,21,29,68,0.7,1.8,Neukölln
2018-05-04,,2,16,18,86,0.5,1.1,Neukölln
2018-05-05,,1,11,13,86,0.4,0.9,Neukölln
2018-05-06,,0,13,13,77,0.5,1.0,Neukölln
2018-05-07,,1,19,20,76,0.5,1.4,Neukölln
2018-05-08,35,1,16,18,89,0.4,1.0,Neukölln
2018-05-09,39,1,16,18,87,0.5,1.2,Neukölln
2018-05-10,30,1,11,12,87,0.4,1.2,Neukölln
2018-05-11,27,3,18,22,50,0.5,1.4,Neukölln
2018-05-12,24,2,14,16,69,0.5,1.4,Neukölln
2018-05-13,28,1,9,11,97,0.5,0.8,Neukölln
2018-05-14,30,1,12,13,99,0.4,0.7,Neukölln
2018-05-15,31,1,19,21,75,0.6,1.6,Neukölln
2018-05-16,28,2,17,19,70,0.6,1.9,Neukölln
2018-05-17,31,3,16,20,75,0.5,1.6,Neukölln
2018-05-18,24,3,18,22,52,0.4,1.4,Neukölln
2018-05-19,21,1,10,11,69,0.4,0.8,Neukölln
2018-05-20,14,1,9,10,81,0.3,0.6,Neukölln
2018-05-21,17,1,10,10,93,0.3,0.6,Neukölln
2018-05-22,20,1,12,14,99,0.4,0.8,Neukölln
2018-05-23,23,1,14,15,91,0.5,1.3,Neukölln
2018-05-24,25,1,10,11,100,0.3,0.7,Neukölln
2018-05-25,27,1,11,13,94,0.4,1.0,Neukölln
2018-05-26,20,0,12,13,96,0.4,1.2,Neukölln
2018-05-27,23,0,11,11,97,0.4,1.2,Neukölln
2018-05-28,30,1,12,13,114,0.4,0.9,Neukölln
2018-05-29,32,1,12,13,123,0.3,0.9,Neukölln
2018-05-30,33,1,21,23,105,0.4,1.6,Neukölln
2018-05-31,31,0,15,15,110,0.5,1.3,Neukölln
2018-06-01,34,2,21,24,103,0.6,1.9,Neukölln
2018-06-02,32,1,17,19,69,0.5,2.1,Neukölln
2018-06-03,26,1,13,15,69,0.4,1.8,Neukölln
2018-06-04,22,2,18,22,87,0.5,3.2,Neukölln
2018-06-05,26,2,13,16,78,0.4,1.6,Neukölln
2018-06-06,21,1,9,11,84,0.2,0.6,Neukölln
2018-06-07,21,1,11,14,100,0.3,0.8,Neukölln
2018-06-08,24,2,16,19,112,0.4,1.6,Neukölln
2018-06-09,23,0,14,14,122,0.4,1.3,Neukölln
2018-06-10,25,1,17,18,88,0.5,1.9,Neukölln
2018-06-11,23,2,14,17,83,0.4,1.7,Neukölln
2018-06-12,20,2,11,14,71,0.4,1.4,Neukölln
2018-06-13,,2,16,20,54,0.4,1.6,Neukölln
2018-06-14,,2,25,27,70,0.5,2.0,Neukölln
2018-06-15,24,2,29,31,65,0.6,2.1,Neukölln
2018-06-16,22,1,21,22,80,0.5,1.6,Neukölln
2018-06-17,25,1,14,15,88,0.5,1.8,Neukölln
2018-06-18,23,2,20,23,67,0.4,1.7,Neukölln
2018-06-19,23,3,18,22,64,0.5,2.2,Neukölln
2018-06-20,23,2,23,26,65,0.6,3.0,Neukölln
2018-06-21,23,4,25,31,56,0.6,2.6,Neukölln
2018-06-22,14,3,13,18,56,0.5,1.6,Neukölln
2018-06-23,11,2,10,13,54,0.4,1.3,Neukölln
2018-06-24,9,3,14,18,38,0.4,1.7,Neukölln
2018-06-25,20,4,16,23,42,0.5,2.3,Neukölln
2018-06-26,18,4,16,23,46,0.5,2.2,Neukölln
2018-06-27,14,1,11,13,69,0.4,1.3,Neukölln
2018-06-28,20,2,14,18,82,0.6,1.6,Neukölln
2018-06-29,16,2,13,16,87,0.4,2.0,Neukölln
2018-06-30,10,1,7,9,62,0.3,0.9,Neukölln
2018-07-01,7,1,6,8,64,0.3,0.9,Neukölln
2018-07-02,14,2,17,20,63,0.5,1.8,Neukölln
2018-07-03,19,3,22,26,79,0.6,2.9,Neukölln
2018-07-04,24,2,30,32,102,,,Neukölln
2018-07-05,28,2,30,33,97,,,Neukölln
2018-07-06,19,2,12,15,63,0.5,2.3,Neukölln
2018-07-07,22,1,9,11,71,0.4,1.4,Neukölln
2018-07-08,18,1,8,9,67,0.4,1.7,Neukölln
2018-07-09,21,2,12,15,60,0.4,2.3,Neukölln
2018-07-10,22,2,13,17,49,0.3,1.0,Neukölln
2018-07-11,12,2,18,20,68,0.4,1.5,Neukölln
2018-07-12,14,2,20,23,42,0.5,2.8,Neukölln
2018-07-13,21,4,24,30,48,0.6,3.3,Neukölln
2018-07-14,16,2,11,14,55,0.3,1.3,Neukölln
2018-07-15,11,2,13,15,59,0.4,1.6,Neukölln
2018-07-16,17,2,17,19,78,0.4,1.7,Neukölln
2018-07-17,19,1,16,18,75,0.4,2.1,Neukölln
2018-07-18,23,2,13,17,86,0.4,1.9,Neukölln
2018-07-19,20,2,15,18,71,0.4,1.8,Neukölln
2018-07-20,22,2,24,27,77,0.6,2.6,Neukölln
2018-07-21,19,1,15,15,86,0.4,1.4,Neukölln
2018-07-22,22,1,18,20,104,0.5,1.7,Neukölln
2018-07-23,20,2,15,18,77,0.4,1.8,Neukölln
2018-07-24,20,2,21,23,61,0.5,2.4,Neukölln
2018-07-25,21,2,17,21,56,0.4,1.7,Neukölln
