,date,PM10,NOx,NO_2,NOx,O_3,Benzolµg/m³,Toluolµg/m³
1536,11.01.2014,11,4,21,27,41,1.3,4.0
1537,12.01.2014,9,2,15,17,50,0.6,0.9
1538,13.01.2014,26,19,44,73,8,1.3,2.6
1539,14.01.2014,35,39,41,100,5,1.9,3.7
1540,15.01.2014,39,10,33,48,9,1.8,2.4
1541,16.01.2014,32,9,36,50,7,1.9,2.3
1542,17.01.2014,25,35,47,100,3,1.8,3.8
1543,18.01.2014,31,12,34,52,11,1.7,2.6
1544,19.01.2014,39,1,14,17,20,2.1,1.8
1545,20.01.2014,28,4,18,24,15,2.0,2.0
1546,21.01.2014,30,4,22,29,16,2.0,2.1
1547,22.01.2014,44,4,23,30,15,2.3,2.1
1548,23.01.2014,49,4,27,33,24,2.4,2.5
1549,24.01.2014,65,3,30,34,32,2.9,2.5
1550,25.01.2014,47,3,31,36,34,2.4,2.7
1551,26.01.2014,55,2,25,29,35,2.8,2.4
1552,27.01.2014,84,13,47,68,9,4.4,3.4
1553,28.01.2014,79,12,37,55,14,3.8,3.2
1554,29.01.2014,43,3,25,29,29,2.2,2.2
1555,30.01.2014,56,4,29,35,24,2.8,2.4
1556,31.01.2014,62,24,50,86,16,3.6,3.9
1557,01.02.2014,37,8,37,49,24,2.0,2.1
1558,02.02.2014,46,13,39,59,7,2.2,2.7
1559,03.02.2014,36,11,31,48,14,2.0,2.2
1560,04.02.2014,34,11,44,61,27,1.7,2.2
1561,05.02.2014,38,10,42,58,20,1.9,2.2
1562,06.02.2014,22,16,43,68,19,1.5,2.5
1563,07.02.2014,16,9,34,48,28,1.1,1.8
1564,08.02.2014,10,5,26,33,41,0.8,1.4
1565,09.02.2014,5,5,22,29,49,0.7,1.2
1566,10.02.2014,13,9,35,49,37,1.0,1.7
1567,11.02.2014,22,9,33,46,27,1.2,1.7
1568,12.02.2014,15,11,39,56,28,1.0,1.8
1569,13.02.2014,17,9,36,50,30,1.0,1.8
1570,14.02.2014,17,8,34,46,35,0.9,1.5
1571,15.02.2014,9,6,27,36,37,1.0,1.7
1572,16.02.2014,6,2,13,17,57,0.6,0.9
1573,17.02.2014,15,14,38,59,31,0.9,1.7
1574,18.02.2014,24,28,55,98,9,1.4,3.0
1575,19.02.2014,30,23,45,80,10,1.3,2.4
1576,20.02.2014,30,19,41,70,18,1.1,2.3
1577,21.02.2014,18,11,34,51,26,1.0,1.9
1578,22.02.2014,13,5,25,33,42,0.8,1.4
1579,23.02.2014,15,5,29,36,40,0.9,1.6
1580,24.02.2014,29,10,39,54,38,1.2,1.8
1581,25.02.2014,46,11,41,58,27,1.7,2.2
1582,26.02.2014,53,40,59,120,12,2.1,4.5
1583,27.02.2014,61,38,59,116,6,2.0,4.1
1584,28.02.2014,44,22,44,77,11,1.7,3.3
1585,01.03.2014,49,13,37,57,26,1.9,2.8
1586,02.03.2014,53,16,39,63,24,2.3,3.4
1587,03.03.2014,46,4,29,35,33,1.8,2.1
1588,04.03.2014,56,10,35,50,12,2.1,2.6
1589,05.03.2014,67,29,38,81,8,2.0,2.7
1590,06.03.2014,61,17,34,59,12,1.7,2.3
1591,07.03.2014,53,20,50,81,17,1.7,2.9
1592,08.03.2014,35,5,33,40,38,1.1,1.9
1593,09.03.2014,45,5,39,46,37,1.2,2.1
1594,10.03.2014,65,52,72,152,29,2.8,6.1
1595,11.03.2014,42,14,28,49,43,1.4,2.5
1596,12.03.2014,24,28,53,95,29,1.6,3.7
1597,13.03.2014,47,82,86,211,22,2.5,6.6
1598,14.03.2014,58,11,50,66,32,1.2,2.3
1599,15.03.2014,26,1,11,13,69,0.5,0.7
1600,16.03.2014,5,1,8,9,64,0.4,0.5
1601,17.03.2014,11,3,16,21,53,0.5,0.8
1602,18.03.2014,26,6,28,38,33,0.6,1.3
1603,19.03.2014,17,5,26,33,42,0.6,1.2
1604,20.03.2014,23,10,39,54,43,0.8,2.0
1605,21.03.2014,24,6,26,34,66,0.6,1.3
1606,22.03.2014,14,4,25,30,49,0.7,1.4
1607,23.03.2014,17,4,24,30,50,0.8,1.5
1608,24.03.2014,20,7,34,44,39,0.9,1.7
1609,25.03.2014,13,12,38,56,29,0.8,1.7
1610,26.03.2014,16,8,30,42,46,0.9,1.7
1611,27.03.2014,19,2,20,24,60,1.0,1.4
1612,28.03.2014,36,6,28,38,25,1.5,2.4
1613,29.03.2014,,15,35,58,31,1.9,3.4
1614,30.03.2014,,11,45,61,59,1.9,4.0
1615,31.03.2014,,33,58,108,46,1.9,4.6
1616,01.04.2014,,32,47,96,41,1.5,3.5
1617,02.04.2014,45,4,30,36,58,1.1,1.8
1618,03.04.2014,65,15,39,62,57,1.6,2.8
1619,04.04.2014,33,1,19,21,68,1.0,1.5
1620,05.04.2014,34,2,21,24,54,1.2,1.5
1621,06.04.2014,44,3,26,31,56,1.1,1.8
1622,07.04.2014,30,11,38,54,34,0.8,2.3
1623,08.04.2014,19,6,27,37,51,0.6,1.4
1624,09.04.2014,10,4,17,23,63,0.5,0.8
1625,10.04.2014,8,3,17,21,52,0.6,1.2
1626,11.04.2014,16,12,45,64,27,1.0,2.6
1627,12.04.2014,22,6,33,43,37,0.8,2.1
1628,13.04.2014,19,2,15,17,63,0.6,1.0
1629,14.04.2014,7,3,18,23,62,0.5,0.9
1630,15.04.2014,9,2,15,18,59,0.5,0.9
1631,16.04.2014,7,6,32,41,44,0.7,1.8
1632,17.04.2014,12,14,47,68,41,0.9,2.2
1633,18.04.2014,9,2,20,23,63,0.6,1.1
1634,19.04.2014,26,1,16,18,62,0.9,1.4
1635,20.04.2014,26,1,10,11,83,0.8,1.1
1636,21.04.2014,18,1,12,14,77,0.8,1.3
1637,22.04.2014,21,4,32,38,60,1.0,2.2
1638,23.04.2014,22,14,31,53,53,1.0,2.8
1639,24.04.2014,28,3,21,27,45,0.8,1.8
1640,25.04.2014,27,3,21,25,73,0.8,2.0
1641,26.04.2014,27,1,19,21,68,0.8,1.7
1642,27.04.2014,17,0,10,11,69,0.7,1.2
1643,28.04.2014,18,1,15,17,72,0.6,1.3
1644,29.04.2014,20,4,26,31,79,0.7,2.1
1645,30.04.2014,19,3,37,42,72,0.7,2.5
1646,01.05.2014,22,1,18,19,79,0.5,1.2
1647,02.05.2014,8,1,13,15,54,0.6,1.1
1648,03.05.2014,9,9,21,35,55,0.7,1.7
1649,04.05.2014,12,1,17,18,67,0.5,0.8
1650,05.05.2014,18,16,41,65,48,0.8,2.4
1651,06.05.2014,26,4,42,48,61,0.8,2.1
1652,07.05.2014,18,5,30,38,57,0.6,1.7
1653,08.05.2014,13,6,29,39,47,0.5,1.5
1654,09.05.2014,10,5,23,31,49,0.5,1.3
1655,10.05.2014,10,2,14,18,72,0.4,0.9
1656,11.05.2014,7,2,13,15,65,0.4,0.9
1657,12.05.2014,9,5,21,29,51,0.4,1.0
1658,13.05.2014,10,2,21,24,61,0.4,0.9
1659,14.05.2014,11,2,16,20,62,0.4,0.9
1660,15.05.2014,11,2,14,18,57,0.4,0.7
1661,16.05.2014,7,0,12,12,77,0.4,0.8
1662,17.05.2014,11,0,9,10,76,0.4,0.7
1663,18.05.2014,14,1,17,18,52,0.5,1.3
1664,19.05.2014,17,8,36,48,33,0.9,2.8
1665,20.05.2014,20,10,51,66,51,1.2,4.8
1666,21.05.2014,21,7,50,61,73,1.1,4.2
1667,22.05.2014,24,2,28,32,98,0.7,2.0
1668,23.05.2014,31,2,31,35,69,0.7,1.9
1669,24.05.2014,14,1,14,16,68,0.5,1.2
1670,25.05.2014,9,2,18,21,84,0.5,1.3
1671,26.05.2014,12,2,13,16,83,0.5,1.6
1672,27.05.2014,15,1,11,12,62,0.4,1.0
1673,28.05.2014,8,2,12,14,30,0.4,1.0
1674,29.05.2014,9,2,11,14,44,0.4,1.0
1675,30.05.2014,10,3,19,24,49,0.5,1.1
1676,31.05.2014,15,1,15,18,72,0.4,0.9
1677,01.06.2014,14,1,14,16,73,0.4,0.8
1678,02.06.2014,11,5,18,25,63,0.4,1.5
1679,03.06.2014,11,1,19,21,62,0.5,1.3
1680,04.06.2014,14,3,28,33,64,0.7,2.2
1681,05.06.2014,16,5,30,37,53,0.5,1.7
1682,06.06.2014,14,8,44,57,57,0.8,3.2
1683,07.06.2014,15,7,38,48,80,1.0,3.8
1684,08.06.2014,24,14,42,65,86,1.7,6.3
1685,09.06.2014,15,0,10,10,111,0.4,1.3
1686,10.06.2014,22,2,24,28,97,0.6,2.0
1687,11.06.2014,19,2,28,31,73,0.6,2.1
1688,12.06.2014,13,1,14,16,65,0.3,0.8
1689,13.06.2014,11,2,18,21,51,0.4,1.0
1690,14.06.2014,8,1,11,13,56,0.3,0.9
1691,15.06.2014,7,4,18,25,53,0.5,1.7
1692,16.06.2014,10,5,26,34,52,0.5,1.6
1693,17.06.2014,12,2,14,17,61,0.3,0.9
1694,18.06.2014,10,15,31,54,51,0.6,2.3
1695,19.06.2014,11,4,16,22,41,0.3,0.9
1696,20.06.2014,11,2,11,14,51,0.3,0.7
1697,21.06.2014,8,2,12,15,46,0.3,0.7
1698,22.06.2014,8,1,10,11,57,0.2,0.7
1699,23.06.2014,10,2,19,22,66,0.3,0.8
1700,24.06.2014,7,4,19,26,45,0.4,1.1
1701,25.06.2014,12,5,28,35,20,0.7,1.9
1702,26.06.2014,14,22,33,66,23,1.1,4.0
1703,27.06.2014,16,38,41,99,45,1.3,5.9
1704,28.06.2014,14,1,24,26,72,0.6,1.7
1705,29.06.2014,9,2,16,18,50,0.6,1.6
1706,30.06.2014,10,3,18,23,51,0.4,1.0
1707,01.07.2014,8,3,21,25,53,0.3,1.0
1708,02.07.2014,9,6,30,39,48,0.4,1.2
1709,03.07.2014,12,7,38,49,58,0.7,2.9
1710,04.07.2014,17,7,50,60,91,1.0,4.0
1711,05.07.2014,21,1,24,26,98,0.6,1.9
1712,06.07.2014,8,2,15,18,62,0.5,1.5
1713,07.07.2014,11,2,17,20,55,0.4,1.5
1714,08.07.2014,20,2,26,29,49,0.7,2.2
1715,09.07.2014,32,3,23,28,47,0.7,2.2
1716,10.07.2014,20,2,19,22,61,0.6,2.0
1717,11.07.2014,18,1,13,14,57,0.5,1.5
1718,12.07.2014,10,1,9,11,47,0.4,1.2
1719,13.07.2014,10,1,16,18,53,0.4,1.3
1720,14.07.2014,14,5,25,33,57,0.6,1.8
1721,15.07.2014,14,4,28,34,64,0.6,2.0
1722,16.07.2014,15,3,30,34,58,,
1723,17.07.2014,,2,26,30,71,,2.0
1724,18.07.2014,,2,26,28,85,0.6,2.2
1725,19.07.2014,15,1,15,16,103,0.5,1.7
1726,20.07.2014,19,0,13,13,116,0.6,1.7
1727,21.07.2014,18,1,11,12,93,0.5,1.4
1728,22.07.2014,14,0,10,10,83,0.5,1.1
1729,23.07.2014,14,1,10,11,75,0.4,1.0
1730,24.07.2014,14,2,18,20,57,0.6,1.9
1731,25.07.2014,20,2,22,25,49,0.7,2.4
1732,26.07.2014,24,2,24,27,66,0.9,2.7
1733,27.07.2014,22,1,24,26,87,0.8,2.8
1734,28.07.2014,21,2,18,20,85,0.6,2.1
1735,29.07.2014,21,1,21,22,76,0.7,2.0
1736,30.07.2014,19,3,22,27,54,0.6,2.4
1737,31.07.2014,14,5,22,30,50,0.5,1.5
1738,01.08.2014,18,15,33,56,55,1.0,4.6
1739,02.08.2014,23,1,16,18,80,0.6,1.8
1740,03.08.2014,22,1,16,17,77,0.6,2.0
1741,04.08.2014,15,2,22,24,62,0.5,1.3
1742,05.08.2014,12,3,21,26,54,0.5,1.6
1743,06.08.2014,18,4,28,35,50,0.6,2.2
1744,07.08.2014,26,5,42,50,52,1.0,3.7
1745,08.08.2014,27,3,26,31,69,0.7,2.4
1746,09.08.2014,21,2,22,25,75,0.6,1.6
1747,10.08.2014,15,1,22,24,68,0.7,2.3
1748,11.08.2014,12,3,19,24,59,0.4,1.2
1749,12.08.2014,11,5,27,34,49,0.6,1.8
1750,13.08.2014,17,5,27,34,60,0.6,1.6
1751,14.08.2014,15,5,22,29,55,0.5,1.4
1752,15.08.2014,16,6,26,35,45,0.6,1.4
1753,16.08.2014,12,1,14,16,49,0.4,0.9
1754,17.08.2014,11,2,12,16,64,0.4,0.9
1755,18.08.2014,11,4,18,24,56,0.5,1.1
1756,19.08.2014,11,4,19,26,49,0.5,1.2
1757,20.08.2014,10,4,19,24,47,0.4,0.9
1758,21.08.2014,15,9,37,51,39,0.7,2.1
1759,22.08.2014,18,6,35,44,53,0.8,2.1
1760,23.08.2014,13,2,17,20,63,0.5,1.0
1761,24.08.2014,9,1,15,16,57,0.4,0.8
1762,25.08.2014,13,7,28,39,54,0.5,1.2
1763,26.08.2014,14,4,31,38,60,0.7,1.8
1764,27.08.2014,14,6,32,42,41,0.6,1.7
1765,28.08.2014,17,18,51,79,44,1.0,3.8
1766,29.08.2014,24,10,51,66,27,1.0,3.4
1767,30.08.2014,20,4,25,31,37,0.7,1.8
1768,31.08.2014,15,3,22,26,34,0.7,1.9
1769,01.09.2014,17,6,27,36,27,0.6,1.8
1770,02.09.2014,13,2,17,20,44,,
1771,03.09.2014,14,2,18,20,46,,1.8
1772,04.09.2014,22,3,20,24,57,0.8,1.9
1773,05.09.2014,35,3,27,32,65,0.9,2.2
1774,06.09.2014,38,2,24,27,75,1.1,2.8
1775,07.09.2014,38,2,24,27,72,0.8,2.0
1776,08.09.2014,27,3,23,27,55,0.6,1.5
1777,09.09.2014,20,4,23,29,50,0.5,1.2
1778,10.09.2014,13,3,25,29,41,0.6,1.4
1779,11.09.2014,19,2,19,22,39,0.6,1.7
1780,12.09.2014,29,0,11,12,56,0.6,1.1
1781,13.09.2014,31,1,11,13,52,0.7,1.4
1782,14.09.2014,30,1,12,13,51,0.7,1.7
1783,15.09.2014,51,2,24,28,66,1.1,3.3
1784,16.09.2014,51,3,25,29,66,1.0,2.1
1785,17.09.2014,47,4,25,30,66,1.1,2.3
1786,18.09.2014,39,4,31,37,61,1.0,2.3
1787,19.09.2014,47,15,46,69,20,1.4,6.0
1788,20.09.2014,49,11,42,60,14,1.5,7.4
1789,21.09.2014,29,1,14,17,46,0.7,3.3
1790,22.09.2014,15,4,16,22,45,0.6,3.0
1791,23.09.2014,14,17,28,54,36,1.1,3.7
1792,24.09.2014,22,14,42,64,24,0.9,3.1
1793,25.09.2014,22,8,30,43,24,0.6,2.5
1794,26.09.2014,21,13,35,55,13,0.7,2.3
1795,27.09.2014,21,17,28,53,29,0.8,2.5
1796,28.09.2014,23,12,43,61,25,1.4,4.0
1797,29.09.2014,31,24,47,84,20,1.3,3.8
1798,30.09.2014,33,21,41,74,14,1.2,3.5
1799,01.10.2014,43,39,42,102,17,1.7,4.8
1800,02.10.2014,53,56,61,147,14,2.0,6.2
1801,03.10.2014,34,3,28,33,37,1.0,2.0
1802,04.10.2014,43,3,24,29,46,1.0,1.6
1803,05.10.2014,47,3,22,26,43,1.3,1.6
1804,06.10.2014,55,6,25,34,40,1.5,1.9
1805,07.10.2014,49,6,32,42,32,1.0,1.5
1806,08.10.2014,17,11,32,49,28,0.8,1.7
1807,09.10.2014,26,15,38,61,14,1.0,2.6
1808,10.10.2014,19,28,44,86,16,1.1,3.5
1809,11.10.2014,34,12,30,48,12,1.1,3.1
1810,12.10.2014,24,3,23,29,26,0.7,1.9
1811,13.10.2014,30,16,35,59,14,1.0,2.7
1812,14.10.2014,23,27,41,82,9,1.0,3.3
1813,15.10.2014,23,24,41,77,13,1.1,3.3
1814,16.10.2014,28,47,49,121,3,1.5,4.2
1815,17.10.2014,28,12,34,53,16,0.8,2.1
1816,18.10.2014,35,13,33,53,10,0.9,2.5
1817,19.10.2014,15,4,19,26,34,0.7,1.5
1818,20.10.2014,13,6,26,35,32,0.5,1.1
1819,21.10.2014,18,13,29,49,23,0.6,1.6
1820,22.10.2014,14,4,24,31,26,0.6,1.1
1821,23.10.2014,28,4,22,28,20,0.9,1.7
1822,24.10.2014,26,10,27,43,14,0.9,1.5
1823,25.10.2014,35,16,27,52,9,1.4,2.1
1824,26.10.2014,32,16,25,49,4,1.2,2.4
1825,27.10.2014,28,17,33,59,10,1.2,2.2
1826,28.10.2014,35,17,39,65,11,1.3,2.1
1827,29.10.2014,41,25,34,71,9,1.3,2.1
1828,30.10.2014,44,35,33,87,1,1.3,2.6
1829,31.10.2014,45,51,34,113,2,1.8,3.9
1830,01.11.2014,36,46,37,108,4,1.9,4.6
1831,02.11.2014,27,16,32,56,7,1.4,2.9
1832,03.11.2014,25,11,32,49,14,1.1,2.0
1833,04.11.2014,41,14,39,60,12,1.6,2.4
1834,05.11.2014,40,27,37,78,4,1.3,2.5
1835,06.11.2014,21,13,41,61,14,0.9,2.0
1836,07.11.2014,35,23,39,74,7,1.1,2.4
1837,08.11.2014,25,21,36,68,14,1.3,2.5
1838,09.11.2014,35,11,29,45,6,1.7,2.2
1839,10.11.2014,29,26,29,68,7,1.6,2.5
1840,11.11.2014,33,35,33,86,4,1.7,3.3
1841,12.11.2014,54,17,29,55,7,2.3,3.4
1842,13.11.2014,59,37,26,83,1,2.1,3.2
1843,14.11.2014,53,17,23,49,9,2.0,2.4
1844,15.11.2014,51,3,20,24,18,1.9,1.9
1845,16.11.2014,44,4,20,27,14,1.8,1.8
1846,17.11.2014,34,20,33,64,8,1.6,2.8
1847,18.11.2014,42,6,17,26,6,1.8,1.7
1848,19.11.2014,37,6,18,27,3,2.0,1.9
1849,20.11.2014,48,21,21,53,2,1.9,1.9
1850,21.11.2014,42,24,35,72,4,1.5,2.1
1851,22.11.2014,27,3,25,29,21,1.4,1.5
1852,23.11.2014,37,5,25,33,12,1.9,1.5
1853,24.11.2014,23,21,40,72,12,1.3,1.7
1854,25.11.2014,20,18,44,72,9,1.0,1.7
1855,26.11.2014,27,6,33,43,14,1.2,1.8
1856,27.11.2014,55,7,28,39,14,2.4,2.0
1857,28.11.2014,47,4,23,29,21,1.9,1.7
1858,29.11.2014,46,2,17,21,30,1.7,1.5
1859,30.11.2014,47,2,15,18,34,1.8,1.3
1860,01.12.2014,45,4,19,25,29,1.7,1.3
1861,02.12.2014,51,4,24,30,24,1.6,1.5
1862,03.12.2014,67,7,24,35,11,2.4,2.0
1863,04.12.2014,83,16,32,56,3,3.7,2.7
1864,05.12.2014,74,43,35,100,1,3.8,3.3
1865,06.12.2014,31,27,30,70,3,2.1,2.2
1866,07.12.2014,21,9,30,43,20,1.1,1.5
1867,08.12.2014,17,11,35,53,20,0.8,1.1
1868,09.12.2014,28,45,47,115,4,1.4,2.3
1869,10.12.2014,21,16,37,62,11,1.1,1.5
1870,11.12.2014,14,14,32,53,26,0.8,1.2
1871,12.12.2014,6,10,26,42,39,0.7,1.0
1872,13.12.2014,9,4,22,28,46,0.6,0.8
1873,14.12.2014,29,11,34,51,13,1.1,1.5
1874,15.12.2014,17,14,32,53,24,0.9,1.4
1875,16.12.2014,19,16,35,60,18,0.9,1.4
1876,17.12.2014,19,17,39,66,19,0.9,1.5
1877,18.12.2014,17,19,34,63,12,0.8,1.5
1878,19.12.2014,5,5,21,28,40,0.6,0.8
1879,20.12.2014,7,2,16,19,57,0.6,0.6
1880,21.12.2014,13,2,12,15,55,0.6,0.6
1881,22.12.2014,4,3,16,21,48,0.5,0.8
1882,23.12.2014,5,3,19,23,45,0.4,0.8
1883,24.12.2014,5,2,12,15,52,0.5,0.7
1884,25.12.2014,10,1,12,14,53,0.6,0.7
1885,26.12.2014,9,5,27,34,31,0.8,1.2
1886,27.12.2014,25,6,29,38,19,1.4,1.7
1887,28.12.2014,31,5,25,33,24,1.5,1.4
1888,29.12.2014,20,11,38,55,14,1.3,1.7
1889,30.12.2014,22,18,43,71,15,1.2,1.8
1890,31.12.2014,27,7,28,38,15,1.0,1.5
1891,01.01.2015,42,4,20,27,31,1.0,1.1
1892,02.01.2015,10,4,21,27,43,0.7,0.9
1893,03.01.2015,12,2,13,16,56,0.6,0.7
1894,04.01.2015,9,1,11,13,60,0.6,0.7
1895,05.01.2015,17,4,22,29,40,0.8,1.1
1896,06.01.2015,23,6,33,43,23,1.0,1.6
1897,07.01.2015,23,19,38,68,13,1.1,2.0
1898,08.01.2015,15,14,33,54,17,1.0,1.8
1899,09.01.2015,9,3,18,23,56,0.6,0.8
1900,10.01.2015,6,2,13,16,55,0.5,0.8
1901,11.01.2015,8,1,13,15,61,0.6,0.6
1902,12.01.2015,6,5,22,30,45,0.8,1.0
1903,13.01.2015,6,6,22,32,48,0.6,1.0
1904,14.01.2015,5,8,29,42,42,0.7,1.4
1905,15.01.2015,9,9,32,47,33,0.9,1.5
1906,16.01.2015,11,15,40,64,27,0.9,2.0
1907,17.01.2015,22,9,36,50,25,1.1,1.9
1908,18.01.2015,28,12,39,58,12,1.4,2.0
1909,19.01.2015,39,37,40,96,5,1.9,2.9
1910,20.01.2015,37,22,40,73,5,2.1,2.8
1911,21.01.2015,33,12,28,46,7,1.6,1.9
1912,22.01.2015,35,4,24,30,13,1.8,1.9
1913,23.01.2015,22,3,19,23,24,1.5,1.5
1914,24.01.2015,24,9,27,40,23,1.4,1.7
1915,25.01.2015,19,3,21,25,39,0.9,1.1
1916,26.01.2015,17,14,33,55,25,1.0,1.7
1917,27.01.2015,10,5,26,35,45,0.7,1.1
1918,28.01.2015,18,12,31,49,32,0.8,1.3
1919,29.01.2015,9,9,29,43,43,0.9,1.4
1920,30.01.2015,15,11,35,51,25,1.1,1.8
1921,31.01.2015,21,8,33,46,26,0.9,1.3
1922,01.02.2015,24,3,22,27,37,1.0,1.3
1923,02.02.2015,19,8,32,43,29,0.9,1.3
1924,03.02.2015,13,9,32,45,28,1.0,1.2
1925,04.02.2015,16,15,29,52,19,1.3,1.5
1926,05.02.2015,21,9,30,44,19,1.6,1.9
1927,06.02.2015,43,7,28,38,25,2.4,2.2
1928,07.02.2015,30,8,30,42,27,1.5,1.4
1929,08.02.2015,9,1,12,14,67,0.7,0.7
1930,09.02.2015,7,4,26,33,45,0.6,0.9
1931,10.02.2015,9,4,28,34,46,0.6,1.0
1932,11.02.2015,20,6,35,43,35,0.7,1.2
1933,12.02.2015,43,43,39,105,19,1.5,3.2
1934,13.02.2015,37,29,44,88,6,1.7,2.8
1935,14.02.2015,54,10,43,58,19,2.0,2.2
1936,15.02.2015,76,2,24,26,48,3.1,2.0
1937,16.02.2015,59,3,20,25,41,2.2,1.6
1938,17.02.2015,61,11,35,52,23,2.2,1.8
1939,18.02.2015,40,12,39,56,19,1.3,1.7
1940,19.02.2015,39,23,43,78,14,1.5,2.3
1941,20.02.2015,39,15,40,63,25,1.6,2.1
1942,21.02.2015,15,3,24,29,57,0.9,1.2
1943,22.02.2015,21,4,28,34,42,1.0,1.3
1944,23.02.2015,32,12,36,54,26,1.3,1.8
1945,24.02.2015,22,15,39,63,25,1.1,1.9
1946,25.02.2015,32,69,59,165,18,2.0,5.1
1947,26.02.2015,39,43,60,125,20,1.6,3.0
1948,27.02.2015,40,16,47,72,26,1.4,2.1
1949,28.02.2015,21,4,28,34,44,0.9,1.2
1950,01.03.2015,17,3,23,28,44,1.0,1.3
1951,02.03.2015,10,5,28,36,49,1.0,2.4
1952,03.03.2015,12,6,23,33,51,0.8,1.0
1953,04.03.2015,17,8,32,44,40,0.8,1.2
1954,05.03.2015,12,4,27,33,44,0.8,1.3
1955,06.03.2015,27,15,43,67,18,1.0,1.9
1956,07.03.2015,49,7,31,42,37,1.0,1.9
1957,08.03.2015,35,5,29,37,43,1.2,1.8
1958,09.03.2015,26,5,31,39,38,1.0,1.8
1959,10.03.2015,40,17,33,60,18,1.1,2.0
1960,11.03.2015,18,3,23,28,47,0.7,1.0
1961,12.03.2015,15,1,18,20,54,0.7,1.0
1962,13.03.2015,21,3,24,28,42,1.0,1.7
1963,14.03.2015,34,1,16,18,39,1.3,1.3
1964,15.03.2015,33,2,13,16,37,1.6,1.4
1965,16.03.2015,51,2,17,21,47,1.7,1.6
1966,17.03.2015,45,3,23,28,63,1.4,1.5
1967,18.03.2015,34,3,23,27,69,1.2,1.5
1968,19.03.2015,57,16,48,72,57,1.8,3.4
1969,20.03.2015,67,73,76,187,38,2.6,6.4
1970,21.03.2015,45,4,25,31,31,1.2,1.5
1971,22.03.2015,8,1,11,12,76,0.7,0.8
1972,23.03.2015,25,17,47,73,38,1.4,2.7
1973,24.03.2015,55,18,49,76,29,1.4,2.6
1974,25.03.2015,65,12,34,53,42,1.4,2.6
1975,26.03.2015,46,8,33,45,32,1.3,1.7
1976,27.03.2015,25,10,30,45,32,0.9,1.5
1977,28.03.2015,24,3,19,24,55,0.8,1.2
1978,29.03.2015,13,3,15,20,58,0.8,1.1
1979,30.03.2015,5,3,18,22,76,0.6,0.8
1980,31.03.2015,8,5,18,26,73,0.6,0.8
1981,01.04.2015,6,4,17,24,75,0.6,0.8
1982,02.04.2015,6,3,17,22,68,0.7,0.9
1983,03.04.2015,10,2,14,17,67,0.7,1.2
1984,04.04.2015,15,6,23,32,58,1.1,1.6
1985,05.04.2015,13,5,27,35,55,1.2,1.7
1986,06.04.2015,9,1,12,13,74,0.8,0.8
1987,07.04.2015,19,15,31,54,52,0.9,1.4
1988,08.04.2015,16,5,25,34,52,0.7,1.4
1989,09.04.2015,38,37,53,109,31,1.5,4.4
1990,10.04.2015,40,39,59,118,41,1.6,4.9
1991,11.04.2015,30,3,28,33,72,0.9,1.7
1992,12.04.2015,12,2,15,18,75,0.6,0.8
1993,13.04.2015,12,2,14,17,73,0.5,0.7
1994,14.04.2015,21,9,30,43,50,0.8,1.8
1995,15.04.2015,28,4,21,27,76,0.5,1.2
1996,16.04.2015,12,1,12,14,77,0.5,0.7
1997,17.04.2015,10,2,17,20,68,0.5,0.9
1998,18.04.2015,10,4,21,27,59,0.8,1.5
1999,19.04.2015,17,4,28,34,63,1.0,2.0
2000,20.04.2015,15,4,23,30,63,0.7,1.4
2001,21.04.2015,26,3,23,27,74,0.5,1.3
2002,22.04.2015,20,4,23,29,65,0.7,1.5
2003,23.04.2015,27,9,36,50,60,0.6,1.6
2004,24.04.2015,41,11,44,61,61,0.9,2.5
2005,25.04.2015,26,3,28,32,92,,2.1
2006,26.04.2015,17,3,23,27,60,,
2007,27.04.2015,16,12,26,45,27,,
2008,28.04.2015,11,5,24,33,41,,
2009,29.04.2015,15,6,26,35,59,0.7,1.1
2010,30.04.2015,18,9,34,47,50,0.8,1.4
2011,01.05.2015,13,3,20,23,61,0.6,0.9
2012,02.05.2015,12,9,29,43,55,0.8,1.9
2013,03.05.2015,19,4,25,31,73,0.8,1.6
2014,04.05.2015,12,5,26,33,52,0.6,1.5
2015,05.05.2015,17,8,30,42,47,0.6,1.6
2016,06.05.2015,16,10,35,50,69,0.6,1.6
2017,07.05.2015,11,7,30,40,58,0.5,1.1
2018,08.05.2015,17,6,32,42,59,0.7,1.7
2019,09.05.2015,18,2,25,28,69,0.6,1.3
2020,10.05.2015,10,1,15,16,75,0.4,0.6
2021,11.05.2015,16,11,42,59,54,0.7,1.9
2022,12.05.2015,20,4,31,38,74,0.6,1.5
2023,13.05.2015,12,4,23,29,67,0.4,0.9
2024,14.05.2015,7,2,17,21,59,0.4,0.6
2025,15.05.2015,14,5,23,31,53,0.5,1.1
2026,16.05.2015,22,8,27,39,54,0.6,1.4
2027,17.05.2015,11,1,14,16,72,0.3,0.5
2028,18.05.2015,21,6,42,52,60,0.7,1.8
2029,19.05.2015,17,7,34,45,67,0.5,1.6
2030,20.05.2015,14,5,33,41,54,0.6,1.6
2031,21.05.2015,14,3,25,29,66,0.4,0.9
2032,22.05.2015,18,12,44,63,54,0.6,1.8
2033,23.05.2015,21,2,25,28,61,0.8,2.6
2034,24.05.2015,15,2,20,22,71,0.5,1.3
2035,25.05.2015,18,2,22,25,68,0.6,1.6
