,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ortschaft
2019-05-04,1,10,11,Schöneberg
2019-05-05,3,15,19,Schöneberg
2019-05-06,1,14,16,Schöneberg
2019-05-07,3,19,23,Schöneberg
2019-05-08,3,25,29,Schöneberg
2019-05-09,2,16,19,Schöneberg
2019-05-10,1,18,19,Schöneberg
2019-05-11,1,18,19,Schöneberg
2019-05-12,1,8,9,Schöneberg
2019-05-13,1,13,15,Schöneberg
2019-05-14,1,11,13,Schöneberg
2019-05-15,2,13,16,Schöneberg
2019-05-16,3,23,27,Schöneberg
2019-05-17,8,26,38,Schöneberg
2019-05-18,1,22,23,Schöneberg
2019-05-19,2,21,24,Schöneberg
2019-05-20,1,18,20,Schöneberg
2019-05-21,2,19,22,Schöneberg
2019-05-22,1,16,16,Schöneberg
2019-05-23,2,17,20,Schöneberg
2019-05-24,1,18,20,Schöneberg
2019-05-25,1,11,12,Schöneberg
2019-05-26,0,11,11,Schöneberg
2019-05-27,1,13,15,Schöneberg
2019-05-28,1,11,13,Schöneberg
2019-05-29,1,12,12,Schöneberg
2019-05-30,0,10,11,Schöneberg
2019-05-31,1,14,16,Schöneberg
2019-06-01,1,16,17,Schöneberg
2019-06-02,0,14,14,Schöneberg
2019-06-03,1,19,21,Schöneberg
2019-06-04,1,17,19,Schöneberg
2019-06-05,1,19,20,Schöneberg
2019-06-06,1,15,16,Schöneberg
2019-06-07,1,13,15,Schöneberg
2019-06-08,1,7,9,Schöneberg
2019-06-09,0,10,11,Schöneberg
2019-06-10,1,14,15,Schöneberg
2019-06-11,1,15,16,Schöneberg
2019-06-12,1,15,16,Schöneberg
2019-06-13,2,17,20,Schöneberg
2019-06-14,1,17,19,Schöneberg
2019-06-15,0,9,10,Schöneberg
2019-06-16,0,10,10,Schöneberg
2019-06-17,1,21,24,Schöneberg
2019-06-18,1,17,18,Schöneberg
2019-06-19,1,19,20,Schöneberg
2019-06-20,1,15,16,Schöneberg
2019-06-21,1,12,12,Schöneberg
2019-06-22,1,8,9,Schöneberg
2019-06-23,0,4,4,Schöneberg
2019-06-24,1,13,15,Schöneberg
2019-06-25,1,23,24,Schöneberg
2019-06-26,1,18,19,Schöneberg
2019-06-27,0,6,7,Schöneberg
2019-06-28,1,8,9,Schöneberg
2019-06-29,0,20,20,Schöneberg
2019-06-30,0,15,16,Schöneberg
2019-07-01,1,7,8,Schöneberg
2019-07-02,1,6,6,Schöneberg
2019-07-03,2,7,10,Schöneberg
2019-07-04,1,8,9,Schöneberg
2019-07-05,1,7,8,Schöneberg
2019-07-06,1,9,10,Schöneberg
2019-07-07,0,5,6,Schöneberg
2019-07-08,1,9,11,Schöneberg
2019-07-09,1,10,11,Schöneberg
2019-07-10,1,9,10,Schöneberg
2019-07-11,2,16,18,Schöneberg
2019-07-12,1,17,18,Schöneberg
2019-07-13,1,13,14,Schöneberg
2019-07-14,1,7,8,Schöneberg
2019-07-15,1,10,11,Schöneberg
2019-07-16,1,9,10,Schöneberg
2019-07-17,2,13,17,Schöneberg
2019-07-18,2,16,20,Schöneberg
2019-07-19,1,17,19,Schöneberg
2019-07-20,1,20,22,Schöneberg
2019-07-21,0,7,7,Schöneberg
2019-07-22,1,17,19,Schöneberg
2019-07-23,1,15,16,Schöneberg
2019-07-24,2,20,23,Schöneberg
2019-07-25,1,18,19,Schöneberg
2019-07-26,1,11,11,Schöneberg
2019-07-27,0,8,9,Schöneberg
2019-07-28,0,12,12,Schöneberg
2019-07-29,1,25,26,Schöneberg
2019-07-30,1,11,13,Schöneberg
2019-07-31,1,16,17,Schöneberg
2019-08-01,1,16,17,Schöneberg
2019-08-02,4,30,36,Schöneberg
2019-08-03,1,16,18,Schöneberg
2019-08-04,1,9,10,Schöneberg
2019-08-05,3,25,30,Schöneberg
2019-08-06,1,18,19,Schöneberg
2019-08-07,2,23,27,Schöneberg
2019-08-08,1,15,16,Schöneberg
2019-08-09,2,18,21,Schöneberg
2019-08-10,1,10,11,Schöneberg
2019-08-11,1,14,15,Schöneberg
2019-08-12,1,13,14,Schöneberg
2019-08-13,1,9,10,Schöneberg
2019-08-14,1,16,17,Schöneberg
2019-08-15,2,21,24,Schöneberg
2019-08-16,2,16,19,Schöneberg
2019-08-17,1,17,18,Schöneberg
2019-08-18,2,10,12,Schöneberg
2019-08-19,4,21,27,Schöneberg
2019-08-20,12,30,48,Schöneberg
2019-08-21,3,25,29,Schöneberg
2019-08-22,3,29,34,Schöneberg
2019-08-23,2,23,25,Schöneberg
2019-08-24,2,20,23,Schöneberg
2019-08-25,1,12,13,Schöneberg
2019-08-26,1,27,30,Schöneberg
2019-08-27,2,27,30,Schöneberg
2019-08-28,1,25,27,Schöneberg
2019-08-29,1,20,22,Schöneberg
2019-08-30,1,19,19,Schöneberg
2019-08-31,0,18,18,Schöneberg
2019-09-01,0,10,10,Schöneberg
2019-09-02,1,13,15,Schöneberg
2019-09-03,4,23,29,Schöneberg
2019-09-04,2,27,29,Schöneberg
2019-09-05,1,9,10,Schöneberg
2019-09-06,1,21,22,Schöneberg
2019-09-07,2,29,32,Schöneberg
2019-09-08,1,15,17,Schöneberg
2019-09-09,1,18,20,Schöneberg
2019-09-10,1,14,15,Schöneberg
2019-09-11,7,32,42,Schöneberg
2019-09-12,2,19,22,Schöneberg
2019-09-13,2,19,22,Schöneberg
2019-09-14,4,26,31,Schöneberg
2019-09-15,1,15,16,Schöneberg
2019-09-16,1,12,15,Schöneberg
2019-09-17,1,12,14,Schöneberg
2019-09-18,1,11,13,Schöneberg
2019-09-19,2,19,22,Schöneberg
2019-09-20,1,20,22,Schöneberg
2019-09-21,4,34,41,Schöneberg
2019-09-22,1,26,28,Schöneberg
2019-09-23,4,31,37,Schöneberg
2019-09-24,2,28,30,Schöneberg
2019-09-25,7,28,40,Schöneberg
2019-09-26,12,26,44,Schöneberg
2019-09-27,3,27,32,Schöneberg
2019-09-28,1,18,18,Schöneberg
2019-09-29,1,12,13,Schöneberg
2019-09-30,1,9,10,Schöneberg
2019-10-01,3,20,25,Schöneberg
2019-10-02,2,16,19,Schöneberg
2019-10-03,3,12,16,Schöneberg
2019-10-04,14,26,47,Schöneberg
2019-10-05,2,18,20,Schöneberg
2019-10-06,2,25,29,Schöneberg
2019-10-07,25,47,85,Schöneberg
2019-10-08,5,25,32,Schöneberg
2019-10-09,3,18,23,Schöneberg
2019-10-10,1,16,17,Schöneberg
2019-10-11,2,16,19,Schöneberg
2019-10-12,3,19,23,Schöneberg
2019-10-13,2,18,20,Schöneberg
2019-10-14,4,23,29,Schöneberg
2019-10-15,8,37,49,Schöneberg
2019-10-16,1,23,25,Schöneberg
2019-10-17,3,28,34,Schöneberg
2019-10-18,5,20,27,Schöneberg
2019-10-19,2,25,27,Schöneberg
2019-10-20,7,27,37,Schöneberg
2019-10-21,29,34,78,Schöneberg
2019-10-22,13,29,48,Schöneberg
2019-10-23,14,32,53,Schöneberg
2019-10-24,8,31,44,Schöneberg
2019-10-25,9,29,42,Schöneberg
2019-10-26,1,18,20,Schöneberg
2019-10-27,0,11,12,Schöneberg
2019-10-28,2,15,19,Schöneberg
2019-10-29,4,32,38,Schöneberg
